sample1,SRR21833429
sample1,SRR21833429
sample2,SRR21833430
sample2,SRR21833430
sample3,SRR21833431
sample3,SRR21833431
sample4,SRR21833432
sample4,SRR21833432
sample5,SRR21833433
sample5,SRR21833433
sample6,SRR21833434
sample6,SRR21833434
sample7,SRR21833435
sample7,SRR21833435
sample8,SRR21833436
sample8,SRR21833436
sample9,SRR21833437
sample9,SRR21833437
sample10,SRR21833438
sample10,SRR21833438
sample11,SRR21833439
sample11,SRR21833439
sample12,SRR21833440
sample12,SRR21833440
sample13,SRR21833441
sample13,SRR21833441
sample14,SRR21833442
sample14,SRR21833442
sample15,SRR21833443
sample15,SRR21833443
sample16,SRR21833444
sample16,SRR21833444
sample17,SRR21833445
sample17,SRR21833445
sample18,SRR21833446
sample18,SRR21833446
sample19,SRR21833447
sample19,SRR21833447
sample20,SRR21833448
sample20,SRR21833448
sample21,SRR21833449
sample21,SRR21833449
sample22,SRR21833450
sample22,SRR21833450
sample23,SRR21833451
sample23,SRR21833451
sample24,SRR21833452
sample24,SRR21833452
sample25,SRR21833453
sample25,SRR21833453
sample26,SRR21833454
sample26,SRR21833454
sample27,SRR21833455
sample27,SRR21833455
sample28,SRR21833456
sample28,SRR21833456
sample29,SRR21833457
sample29,SRR21833457
sample30,SRR21833458
sample30,SRR21833458
sample31,SRR21833459
sample31,SRR21833459
sample32,SRR21833460
sample32,SRR21833460
sample33,SRR21833461
sample33,SRR21833461
sample34,SRR21833462
sample34,SRR21833462
sample35,SRR21833463
sample35,SRR21833463
sample36,SRR21833464
sample36,SRR21833464
sample37,SRR21833465
sample37,SRR21833465
sample38,SRR21833466
sample38,SRR21833466
sample39,SRR21833467
sample39,SRR21833467
sample40,SRR21833468
sample40,SRR21833468
sample41,SRR21833469
sample41,SRR21833469
sample42,SRR21833470
sample42,SRR21833470
sample43,SRR21833471
sample43,SRR21833471
sample44,SRR21833472
sample44,SRR21833472
sample45,SRR21833473
sample45,SRR21833473
sample46,SRR21833474
sample46,SRR21833474
sample47,SRR21833475
sample47,SRR21833475
sample48,SRR21833476
sample48,SRR21833476
sample49,SRR21833477
sample49,SRR21833477
sample50,SRR21833478
sample50,SRR21833478
sample51,SRR21833479
sample51,SRR21833479
sample52,SRR21833480
sample52,SRR21833480
sample53,SRR21833481
sample53,SRR21833481
sample54,SRR21833482
sample54,SRR21833482
sample55,SRR21833483
sample55,SRR21833483
sample56,SRR21833484
sample56,SRR21833484
sample57,SRR21833485
sample57,SRR21833485
sample58,SRR21833486
sample58,SRR21833486
sample59,SRR21833487
sample59,SRR21833487
sample60,SRR21833488
sample60,SRR21833488
sample61,SRR21833489
sample61,SRR21833489
sample62,SRR21833490
sample62,SRR21833490
sample63,SRR21833491
sample63,SRR21833491
sample64,SRR21833492
sample64,SRR21833492
sample65,SRR21833493
sample65,SRR21833493
sample66,SRR21833494
sample66,SRR21833494
sample67,SRR21833495
sample67,SRR21833495
sample68,SRR21833496
sample68,SRR21833496
sample69,SRR21833497
sample69,SRR21833497
sample70,SRR21833498
sample70,SRR21833498
sample71,SRR21833499
sample71,SRR21833499
sample72,SRR21833500
sample72,SRR21833500
sample73,SRR21833501
sample73,SRR21833501
sample74,SRR21833502
sample74,SRR21833502
sample75,SRR21833503
sample75,SRR21833503
sample76,SRR21833504
sample76,SRR21833504
sample77,SRR21833505
sample77,SRR21833505
sample78,SRR21833506
sample78,SRR21833506
sample79,SRR21833507
sample79,SRR21833507
sample80,SRR21833508
sample80,SRR21833508
sample81,SRR21833509
sample81,SRR21833509
sample82,SRR21833510
sample82,SRR21833510
sample83,SRR21833511
sample83,SRR21833511
sample84,SRR21833512
sample84,SRR21833512
sample85,SRR21833513
sample85,SRR21833513
sample86,SRR21833514
sample86,SRR21833514
sample87,SRR21833515
sample87,SRR21833515
sample88,SRR21833516
sample88,SRR21833516
sample89,SRR21833517
sample89,SRR21833517
sample90,SRR21833518
sample90,SRR21833518
sample91,SRR21833519
sample91,SRR21833519
sample92,SRR21833520
sample92,SRR21833520
sample93,SRR21833521
sample93,SRR21833521
sample94,SRR21833522
sample94,SRR21833522
sample95,SRR21833523
sample95,SRR21833523
sample96,SRR21833524
sample96,SRR21833524
sample97,SRR21833525
sample97,SRR21833525
sample98,SRR21833526
sample98,SRR21833526
sample99,SRR21833527
sample99,SRR21833527
sample100,SRR21833528
sample100,SRR21833528
sample101,SRR21833529
sample101,SRR21833529
sample102,SRR21833530
sample102,SRR21833530
sample103,SRR21833531
sample103,SRR21833531
sample104,SRR21833532
sample104,SRR21833532
sample105,SRR21833533
sample105,SRR21833533
sample106,SRR21833534
sample106,SRR21833534
sample107,SRR21833535
sample107,SRR21833535
sample108,SRR21833536
sample108,SRR21833536
sample109,SRR21833537
sample109,SRR21833537
sample110,SRR21833538
sample110,SRR21833538
sample111,SRR21833539
sample111,SRR21833539
sample112,SRR21833540
sample112,SRR21833540
sample113,SRR21833541
sample113,SRR21833541
sample114,SRR21833542
sample114,SRR21833542
sample115,SRR21833543
sample115,SRR21833543
sample116,SRR21833544
sample116,SRR21833544
sample117,SRR21833545
sample117,SRR21833545
sample118,SRR21833546
sample118,SRR21833546
sample119,SRR21833547
sample119,SRR21833547
sample120,SRR21833548
sample120,SRR21833548
sample121,SRR21833549
sample121,SRR21833549
sample122,SRR21833550
sample122,SRR21833550
sample123,SRR21833551
sample123,SRR21833551
sample124,SRR21833552
sample124,SRR21833552
sample125,SRR21833553
sample125,SRR21833553
sample126,SRR21833554
sample126,SRR21833554
sample127,SRR21833555
sample127,SRR21833555
sample128,SRR21833556
sample128,SRR21833556
sample129,SRR21833557
sample129,SRR21833557
sample130,SRR21833558
sample130,SRR21833558
sample131,SRR21833559
sample131,SRR21833559
sample132,SRR21833560
sample132,SRR21833560
sample133,SRR21833561
sample133,SRR21833561
sample134,SRR21833562
sample134,SRR21833562
sample135,SRR21833563
sample135,SRR21833563
sample136,SRR21833564
sample136,SRR21833564
sample137,SRR21833565
sample137,SRR21833565
sample138,SRR21833566
sample138,SRR21833566
sample139,SRR21833567
sample139,SRR21833567
sample140,SRR21833568
sample140,SRR21833568
sample141,SRR21833569
sample141,SRR21833569
sample142,SRR21833570
sample142,SRR21833570
sample143,SRR21833571
sample143,SRR21833571
sample144,SRR21833572
